#-----------------------------------------------------------
# xsim v2025.1.1 (64-bit)
# SW Build 6233196 on Thu Sep 11 21:27:30 MDT 2025
# IP Build 6232796 on Fri Sep 12 01:46:16 MDT 2025
# SharedData Build 6233195 on Thu Sep 11 17:56:43 MDT 2025
# Start of session at: Wed Jan 21 11:51:59 2026
# Process ID         : 10680
# Current directory  : C:/Users/Nader/apb_dpmem/tb/oop
# Command line       : xsim.exe -mode tcl -source {xsim.dir/top/xsim_script.tcl}
# Log file           : C:/Users/Nader/apb_dpmem/tb/oop/xsim.log
# Journal file       : C:/Users/Nader/apb_dpmem/tb/oop\xsim.jou
# Running On         : Legion
# Platform           : Windows Server 2016 or Windows 10
# Operating System   : 26100
# Processor Detail   : 13th Gen Intel(R) Core(TM) i9-13900H
# CPU Frequency      : 2995 MHz
# CPU Physical cores : 14
# CPU Logical cores  : 20
# Host memory        : 16961 MB
# Swap memory        : 16106 MB
# Total Virtual      : 33067 MB
# Available Virtual  : 14038 MB
#-----------------------------------------------------------
source xsim.dir/top/xsim_script.tcl
# xsim {top} -autoloadwcfg -runall
Time resolution is 1 ps
run -all

Time: 0 fs Started: 0 fs Scope: /top/dut/apb_asserts_dut File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line:47
Error: ASSERT ERROR: Signal PSEL is INVALID @ time=0
Time: 0 ps  Iteration: 0  Process: /top/dut/apb_asserts_dut//top/dut/apb_asserts_dut  Scope: top.dut.apb_asserts_dut  File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line: 48
Initializing the APB_DPMEM slave and Scoreboard memories
   i	 APB_DPMEM	 SCB_MEM
022c	 0x0581030b	 0x0581030b
022d	 0xf5d81eeb	 0xf5d81eeb
022e	 0xf546fcea	 0xf546fcea
022f	 0xff873eff	 0xff873eff
0230	 0xbb3acc76	 0xbb3acc76
0231	 0xb4ed8669	 0xb4ed8669
0232	 0x7749e1ee	 0x7749e1ee
0233	 0x2556bf4a	 0x2556bf4a
0234	 0x0be01517	 0x0be01517
0235	 0xf6c72eed	 0xf6c72eed
0236	 0xe77090ce	 0xe77090ce
0237	 0x9bf6f437	 0x9bf6f437
0238	 0x62a1a9c5	 0x62a1a9c5
0239	 0xd7d470af	 0xd7d470af
023a	 0x0e93bb1d	 0x0e93bb1d
023b	 0xe5a59ccb	 0xe5a59ccb
023c	 0xe97b12d2	 0xe97b12d2
023d	 0x48a06d91	 0x48a06d91
023e	 0xb884c871	 0xb884c871
023f	 0x4792338f	 0x4792338f
0240	 0xecbea0d9	 0xecbea0d9
0241	 0xe0edfac1	 0xe0edfac1
0242	 0x2d79e95a	 0x2d79e95a
0243	 0x8159f002	 0x8159f002
0244	 0x15615d2a	 0x15615d2a
0245	 0x6a93b9d5	 0x6a93b9d5
0246	 0x903a0220	 0x903a0220
0247	 0x7243d5e4	 0x7243d5e4
0248	 0xc607128c	 0xc607128c
0249	 0x00180300	 0x00180300
024a	 0x4d08c99a	 0x4d08c99a
024b	 0xe83c9cd0	 0xe83c9cd0
024c	 0xa6ce4e4d	 0xa6ce4e4d
024d	 0x5b0cf5b6	 0x5b0cf5b6
024e	 0x8552a00a	 0x8552a00a
024f	 0x9492c029	 0x9492c029
0250	 0x2bdc5f57	 0x2bdc5f57
0251	 0xae2c6a5c	 0xae2c6a5c
0252	 0x2418bb48	 0x2418bb48
0253	 0xe2727ec4	 0xe2727ec4
0254	 0xa2a94e45	 0xa2a94e45
0255	 0x2734014e	 0x2734014e
0256	 0x071d010e	 0x071d010e
0257	 0x2b21d356	 0x2b21d356
0258	 0x120be924	 0x120be924
0259	 0xf48110e9	 0xf48110e9
025a	 0x68ce21d1	 0x68ce21d1
025b	 0x83fc7607	 0x83fc7607
025c	 0xf905b8f2	 0xf905b8f2
025d	 0x6a6cbbd4	 0x6a6cbbd4
025e	 0x76f385ed	 0x76f385ed
025f	 0x222feb44	 0x222feb44
0260	 0xb84f0a70	 0xb84f0a70
0261	 0xa467d648	 0xa467d648
0262	 0xc2195a84	 0xc2195a84
0263	 0x10376920	 0x10376920
0264	 0x32a2ed65	 0x32a2ed65
0265	 0xbdd7027b	 0xbdd7027b
0266	 0xf1bc8ce3	 0xf1bc8ce3
0267	 0xb117ea62	 0xb117ea62
0268	 0xefcb28df	 0xefcb28df
0269	 0x7eae9bfd	 0x7eae9bfd
026a	 0xe936c6d2	 0xe936c6d2
026b	 0x4d5c2f9a	 0x4d5c2f9a
026c	 0xce6c4c9c	 0xce6c4c9c
026d	 0x17cebb2f	 0x17cebb2f
026e	 0x496a7592	 0x496a7592
026f	 0xa5d0b04b	 0xa5d0b04b
0270	 0x1091a321	 0x1091a321
0271	 0x4b1f3f96	 0x4b1f3f96
0272	 0xfb2ec4f6	 0xfb2ec4f6
0273	 0x47ffad8f	 0x47ffad8f
0274	 0x4ef9399d	 0x4ef9399d
0275	 0x1b6bc336	 0x1b6bc336
0276	 0x2e7ba35c	 0x2e7ba35c
0277	 0x206d1f40	 0x206d1f40
0278	 0x9f1fd63e	 0x9f1fd63e
0279	 0xdfffa0bf	 0xdfffa0bf
027a	 0xfa55b6f4	 0xfa55b6f4
027b	 0x8692c20d	 0x8692c20d
027c	 0xf80d0cf0	 0xf80d0cf0
027d	 0x5801f9b0	 0x5801f9b0
027e	 0x897a7012	 0x897a7012
027f	 0xbe9c127d	 0xbe9c127d
0280	 0xa1df2643	 0xa1df2643
0281	 0x1991a333	 0x1991a333
0282	 0x7fcbfdff	 0x7fcbfdff
0283	 0xace24e59	 0xace24e59
0284	 0x3c172f78	 0x3c172f78
0285	 0x78a13df1	 0x78a13df1
0286	 0x047d4508	 0x047d4508
0287	 0x37286f6e	 0x37286f6e
0288	 0xa6a4f04d	 0xa6a4f04d
0289	 0xc1932283	 0xc1932283
028a	 0x9cfdf439	 0x9cfdf439
028b	 0x8f97321f	 0x8f97321f
028c	 0xd9b2fab3	 0xd9b2fab3
028d	 0x639571c7	 0x639571c7
028e	 0xc4a67a89	 0xc4a67a89
028f	 0x657913ca	 0x657913ca
0290	 0x783297f0	 0x783297f0
0291	 0x66be03cd	 0x66be03cd
0292	 0xed23feda	 0xed23feda
0293	 0xb7b64c6f	 0xb7b64c6f
0294	 0xa927d052	 0xa927d052
0295	 0x49e67593	 0x49e67593
0296	 0x53a473a7	 0x53a473a7
0297	 0xc510dc8a	 0xc510dc8a
0298	 0x83b57607	 0x83b57607
0299	 0x24482148	 0x24482148
029a	 0xd6c27ead	 0xd6c27ead
029b	 0x56207dac	 0x56207dac
029c	 0x19e91333	 0x19e91333
029d	 0xa6d8264d	 0xa6d8264d
029e	 0xb9318e72	 0xb9318e72
029f	 0x5d0eadba	 0x5d0eadba
02a0	 0xee46f2dc	 0xee46f2dc
02a1	 0x59635fb2	 0x59635fb2
02a2	 0xfd29cefa	 0xfd29cefa
02a3	 0xa712a44e	 0xa712a44e
02a4	 0x601621c0	 0x601621c0
02a5	 0x2f6a675e	 0x2f6a675e
02a6	 0xc4942c89	 0xc4942c89
02a7	 0x1bad6537	 0x1bad6537
02a8	 0x5a6c69b4	 0x5a6c69b4
02a9	 0x50bd9ba1	 0x50bd9ba1
02aa	 0xe1f652c3	 0xe1f652c3
02ab	 0xc5a5a48b	 0xc5a5a48b
02ac	 0x51fa59a3	 0x51fa59a3
02ad	 0xb1d91663	 0xb1d91663
02ae	 0x861eae0c	 0x861eae0c
02af	 0xa1c3e243	 0xa1c3e243
02b0	 0x5d973bbb	 0x5d973bbb
02b1	 0xd800b6b0	 0xd800b6b0
02b2	 0xb6906a6d	 0xb6906a6d
02b3	 0xef4e5ade	 0xef4e5ade
02b4	 0xf58d1aeb	 0xf58d1aeb
02b5	 0xe51c16ca	 0xe51c16ca
02b6	 0xf8af72f1	 0xf8af72f1
02b7	 0x7e4509fc	 0x7e4509fc
02b8	 0xa5a4c64b	 0xa5a4c64b
02b9	 0xc752908e	 0xc752908e
02ba	 0x5dac75bb	 0x5dac75bb
02bb	 0x375da96e	 0x375da96e
02bc	 0xbdf1c87b	 0xbdf1c87b
02bd	 0x28674550	 0x28674550
02be	 0xdb30dab6	 0xdb30dab6
02bf	 0xd9bfb4b3	 0xd9bfb4b3
02c0	 0xce5e6c9c	 0xce5e6c9c
02c1	 0x78d50bf1	 0x78d50bf1
02c2	 0x9ccad039	 0x9ccad039
02c3	 0xaa806c55	 0xaa806c55
02c4	 0x78f7c1f1	 0x78f7c1f1
02c5	 0x32aa8165	 0x32aa8165
02c6	 0xba194474	 0xba194474
02c7	 0x91dec823	 0x91dec823
02c8	 0xe6f990cd	 0xe6f990cd
02c9	 0x30260360	 0x30260360
02ca	 0x7db7e1fb	 0x7db7e1fb
02cb	 0xe23f86c4	 0xe23f86c4
02cc	 0xec9a64d9	 0xec9a64d9
02cd	 0xb211ac64	 0xb211ac64
02ce	 0x28eb1351	 0x28eb1351
02cf	 0xc4e92489	 0xc4e92489
02d0	 0xa7978c4f	 0xa7978c4f
02d1	 0x71df5be3	 0x71df5be3
02d2	 0xe00c04c0	 0xe00c04c0
02d3	 0x087fdb10	 0x087fdb10
02d4	 0x24811549	 0x24811549
02d5	 0xdb84a8b7	 0xdb84a8b7
02d6	 0x2bb4a357	 0x2bb4a357
02d7	 0xcd41a49a	 0xcd41a49a
02d8	 0x56c5c5ad	 0x56c5c5ad
02d9	 0x4b16f196	 0x4b16f196
02da	 0x3aab9b75	 0x3aab9b75
02db	 0x4b024396	 0x4b024396
02dc	 0x6f7f2fde	 0x6f7f2fde
02dd	 0xea2752d4	 0xea2752d4
02de	 0xd09056a1	 0xd09056a1
02df	 0xace72e59	 0xace72e59
02e0	 0x5efd99bd	 0x5efd99bd
02e1	 0x88dea611	 0x88dea611
02e2	 0x8d47021a	 0x8d47021a
02e3	 0xbee3a27d	 0xbee3a27d
02e4	 0x0d14131a	 0x0d14131a
02e5	 0x8ed98a1d	 0x8ed98a1d
02e6	 0xf9248cf2	 0xf9248cf2
02e7	 0xe8f49ed1	 0xe8f49ed1
02e8	 0x94246628	 0x94246628
02e9	 0xdfc45abf	 0xdfc45abf
02ea	 0x81daa003	 0x81daa003
02eb	 0xb41cda68	 0xb41cda68
02ec	 0x8aeb2215	 0x8aeb2215
02ed	 0x4fb7339f	 0x4fb7339f
02ee	 0x5423a7a8	 0x5423a7a8
02ef	 0xd520d4aa	 0xd520d4aa
02f0	 0x290b9152	 0x290b9152
02f1	 0x0351ef06	 0x0351ef06
02f2	 0xbe2ece7c	 0xbe2ece7c
02f3	 0x7902c9f2	 0x7902c9f2
02f4	 0xd25bbca4	 0xd25bbca4
02f5	 0xd79828af	 0xd79828af
02f6	 0x86cc020d	 0x86cc020d
02f7	 0x4f3eb39e	 0x4f3eb39e
02f8	 0x54f075a9	 0x54f075a9
02f9	 0xad8d405b	 0xad8d405b
02fa	 0x6557f1ca	 0x6557f1ca
02fb	 0x8dc64e1b	 0x8dc64e1b
02fc	 0xe5e942cb	 0xe5e942cb
02fd	 0x35904f6b	 0x35904f6b
02fe	 0x8668020c	 0x8668020c
02ff	 0xeabd16d5	 0xeabd16d5
0300	 0xa8fc7451	 0xa8fc7451
0301	 0x9678322c	 0x9678322c
0302	 0xc9366692	 0xc9366692
0303	 0x47f44b8f	 0x47f44b8f
0304	 0x4ec3159d	 0x4ec3159d
0305	 0x0c6f8518	 0x0c6f8518
0306	 0x21ce0543	 0x21ce0543
0307	 0x8c26e218	 0x8c26e218
0308	 0x15c4ef2b	 0x15c4ef2b
0309	 0x5b90a3b7	 0x5b90a3b7
030a	 0x4bf68f97	 0x4bf68f97
030b	 0xe5f59ccb	 0xe5f59ccb
030c	 0x3a449174	 0x3a449174
030d	 0xb241a864	 0xb241a864
030e	 0xbae06a75	 0xbae06a75
030f	 0x74a2f5e9	 0x74a2f5e9
0310	 0xa0cb4441	 0xa0cb4441
0311	 0x575073ae	 0x575073ae
0312	 0x7190c9e3	 0x7190c9e3
0313	 0x128f2725	 0x128f2725
0314	 0x4775178e	 0x4775178e
0315	 0x3fce9b7f	 0x3fce9b7f
0316	 0x300d9560	 0x300d9560
0317	 0xbd742e7a	 0xbd742e7a
0318	 0xc9fcd493	 0xc9fcd493
0319	 0x68ad81d1	 0x68ad81d1
031a	 0x21497742	 0x21497742
031b	 0xd861c8b0	 0xd861c8b0
031c	 0x04880909	 0x04880909
031d	 0x901a3c20	 0x901a3c20
031e	 0xf5cfdeeb	 0xf5cfdeeb
031f	 0x43797186	 0x43797186
0320	 0xa132fe42	 0xa132fe42
0321	 0xaa99ae55	 0xaa99ae55
0322	 0x1730f92e	 0x1730f92e
0323	 0x056a610a	 0x056a610a
0324	 0x1c5cc538	 0x1c5cc538
0325	 0x2fe46f5f	 0x2fe46f5f
0326	 0x602dafc0	 0x602dafc0
0327	 0x02ad9905	 0x02ad9905
0328	 0x8bb32617	 0x8bb32617
0329	 0x1b82db37	 0x1b82db37
032a	 0x85a3ac0b	 0x85a3ac0b
032b	 0xfe81d0fd	 0xfe81d0fd
032c	 0x33fead67	 0x33fead67
032d	 0x3d290f7a	 0x3d290f7a
032e	 0x1c395f38	 0x1c395f38
032f	 0xe1a786c3	 0xe1a786c3
0330	 0xb9aea673	 0xb9aea673
0331	 0x34d2e769	 0x34d2e769
0332	 0xe6c9f2cd	 0xe6c9f2cd
0333	 0x02dcf705	 0x02dcf705
0334	 0x782521f0	 0x782521f0
0335	 0x369ffd6d	 0x369ffd6d
0336	 0xd99154b3	 0xd99154b3
0337	 0xed1a1cda	 0xed1a1cda
0338	 0x4bc2e397	 0x4bc2e397
0339	 0x726fb1e4	 0x726fb1e4
033a	 0xfe182cfc	 0xfe182cfc
033b	 0xdf8cb2bf	 0xdf8cb2bf
033c	 0xdab37eb5	 0xdab37eb5
033d	 0xbb3d1a76	 0xbb3d1a76
033e	 0x23dfed47	 0x23dfed47
033f	 0x03543906	 0x03543906
0340	 0x28793b50	 0x28793b50
0341	 0xca3b1a94	 0xca3b1a94
0342	 0x09cebb13	 0x09cebb13
0343	 0x12fde925	 0x12fde925
0344	 0x00392700	 0x00392700
0345	 0x39b04973	 0x39b04973
0346	 0x6c5b87d8	 0x6c5b87d8
0347	 0xefc0bcdf	 0xefc0bcdf
0348	 0x81c70c03	 0x81c70c03
0349	 0x13930327	 0x13930327
034a	 0x2479fb48	 0x2479fb48
034b	 0x607973c0	 0x607973c0
034c	 0xdd717aba	 0xdd717aba
034d	 0x8fe5641f	 0x8fe5641f
034e	 0x43468586	 0x43468586
034f	 0xf66686ec	 0xf66686ec
0350	 0x0a8dbb15	 0x0a8dbb15
0351	 0x5ed14bbd	 0x5ed14bbd
0352	 0xd6724eac	 0xd6724eac
0353	 0xd3a434a7	 0xd3a434a7
0354	 0x04c3d909	 0x04c3d909
0355	 0x9a844e35	 0x9a844e35
0356	 0xc16f4482	 0xc16f4482
0357	 0xcf68789e	 0xcf68789e
0358	 0xdc1aa2b8	 0xdc1aa2b8
0359	 0x3ccbd179	 0x3ccbd179
035a	 0xd75c14ae	 0xd75c14ae
035b	 0x33ff0f67	 0x33ff0f67
035c	 0xa3c3a247	 0xa3c3a247
035d	 0xb470e868	 0xb470e868
035e	 0x21b02943	 0x21b02943
035f	 0x12857325	 0x12857325
0360	 0x0ba72717	 0x0ba72717
0361	 0xf65476ec	 0xf65476ec
0362	 0xffa7acff	 0xffa7acff
0363	 0xe866ded0	 0xe866ded0
0364	 0x30b03961	 0x30b03961
0365	 0x264b134c	 0x264b134c
0366	 0x8a6f8e14	 0x8a6f8e14
0367	 0x12985125	 0x12985125
0368	 0xefd8a4df	 0xefd8a4df
0369	 0xb3b91a67	 0xb3b91a67
036a	 0x6a1179d4	 0x6a1179d4
036b	 0x4a948795	 0x4a948795
036c	 0xc7f4f88f	 0xc7f4f88f
036d	 0x85eeaa0b	 0x85eeaa0b
036e	 0x071fd90e	 0x071fd90e
036f	 0x2917f952	 0x2917f952
0370	 0x16407f2c	 0x16407f2c
0371	 0x94439e28	 0x94439e28
0372	 0xc521d88a	 0xc521d88a
0373	 0x6a9ce5d5	 0x6a9ce5d5
0374	 0x39a94373	 0x39a94373
0375	 0x05f3910b	 0x05f3910b
0376	 0xb1bf6463	 0xb1bf6463
0377	 0x719747e3	 0x719747e3
0378	 0xe8dc12d1	 0xe8dc12d1
0379	 0xb5b9e06b	 0xb5b9e06b
037a	 0xd4ad2aa9	 0xd4ad2aa9
037b	 0x4270d984	 0x4270d984
037c	 0xc710788e	 0xc710788e
037d	 0xb52da66a	 0xb52da66a
037e	 0x0c589518	 0x0c589518
037f	 0xf5451aea	 0xf5451aea
0380	 0x0394c307	 0x0394c307
0381	 0x2bddc357	 0x2bddc357
0382	 0x2353cf46	 0x2353cf46
0383	 0x595d45b2	 0x595d45b2
0384	 0x9019f820	 0x9019f820
0385	 0xae2ccc5c	 0xae2ccc5c
0386	 0x8a81c615	 0x8a81c615
0387	 0x466c578c	 0x466c578c
0388	 0x39bfed73	 0x39bfed73
0389	 0xe7ed22cf	 0xe7ed22cf
038a	 0xe40226c8	 0xe40226c8
038b	 0xd78b08af	 0xd78b08af
038c	 0xb0e12461	 0xb0e12461
038d	 0x36bce16d	 0x36bce16d
038e	 0x4add5d95	 0x4add5d95
038f	 0x8bf3d817	 0x8bf3d817
0390	 0x4b9ef197	 0x4b9ef197
0391	 0x9021e020	 0x9021e020
0392	 0x03709306	 0x03709306
0393	 0x097f0312	 0x097f0312
0394	 0x0f2d5d1e	 0x0f2d5d1e
0395	 0xcf65c29e	 0xcf65c29e
0396	 0x0099b501	 0x0099b501
0397	 0xfcde82f9	 0xfcde82f9
0398	 0x4bdf3397	 0x4bdf3397
0399	 0x4731e18e	 0x4731e18e
039a	 0x69a371d3	 0x69a371d3
039b	 0x539a15a7	 0x539a15a7
039c	 0xd7f1feaf	 0xd7f1feaf
039d	 0x32eb5565	 0x32eb5565
039e	 0x0cf13119	 0x0cf13119
039f	 0xcbcb3297	 0xcbcb3297
03a0	 0xb51a0c6a	 0xb51a0c6a
03a1	 0x63cefdc7	 0x63cefdc7
03a2	 0x6b6b23d6	 0x6b6b23d6
03a3	 0x95991c2b	 0x95991c2b
03a4	 0xacce6a59	 0xacce6a59
03a5	 0x45cd778b	 0x45cd778b
03a6	 0xc8aa2e91	 0xc8aa2e91
03a7	 0x8274ca04	 0x8274ca04
03a8	 0x2f54e35e	 0x2f54e35e
03a9	 0x18271b30	 0x18271b30
03aa	 0x6be407d7	 0x6be407d7
03ab	 0xfe14fcfc	 0xfe14fcfc
03ac	 0x818e0203	 0x818e0203
03ad	 0xf5c806eb	 0xf5c806eb
03ae	 0xfd9710fb	 0xfd9710fb
03af	 0xcd322a9a	 0xcd322a9a
03b0	 0x0581150b	 0x0581150b
03b1	 0x09641512	 0x09641512
03b2	 0xadf67c5b	 0xadf67c5b
03b3	 0x4e02939c	 0x4e02939c
03b4	 0x29a82553	 0x29a82553
03b5	 0x0952e512	 0x0952e512
03b6	 0x90163620	 0x90163620
03b7	 0xb676306c	 0xb676306c
03b8	 0x4afc0195	 0x4afc0195
03b9	 0xd72bd0ae	 0xd72bd0ae
03ba	 0x55d6e7ab	 0x55d6e7ab
03bb	 0x8c32be18	 0x8c32be18
03bc	 0x95c0322b	 0x95c0322b
03bd	 0xdf21f2be	 0xdf21f2be
03be	 0x5891fdb1	 0x5891fdb1
03bf	 0x524fbda4	 0x524fbda4
03c0	 0xb10f0862	 0xb10f0862
03c1	 0x93202826	 0x93202826
03c2	 0x9a85a435	 0x9a85a435
03c3	 0x28d26351	 0x28d26351
03c4	 0xc1258c82	 0xc1258c82
03c5	 0x1da5113b	 0x1da5113b
03c6	 0x2d00c95a	 0x2d00c95a
03c7	 0xd9e9b0b3	 0xd9e9b0b3
03c8	 0x0c6f8b18	 0x0c6f8b18
03c9	 0x285f0350	 0x285f0350
03ca	 0x274f154e	 0x274f154e
03cb	 0x90ea5e21	 0x90ea5e21
03cc	 0x4f53919e	 0x4f53919e
03cd	 0x52881da5	 0x52881da5
03ce	 0x1a64f534	 0x1a64f534
03cf	 0x370aeb6e	 0x370aeb6e
03d0	 0x8abee815	 0x8abee815
03d1	 0xb3023866	 0xb3023866
03d2	 0xad4b965a	 0xad4b965a
03d3	 0x31df9163	 0x31df9163
03d4	 0xd9719eb2	 0xd9719eb2
03d5	 0x8232f604	 0x8232f604
03d6	 0xce4ce69c	 0xce4ce69c
03d7	 0xff964cff	 0xff964cff
03d8	 0x980a8030	 0x980a8030
03d9	 0xc79fb08f	 0xc79fb08f
03da	 0xa4df8c49	 0xa4df8c49
03db	 0xecf2dad9	 0xecf2dad9
03dc	 0xebd318d7	 0xebd318d7
03dd	 0xa749804e	 0xa749804e
03de	 0x3052fb60	 0x3052fb60
03df	 0xe10ab4c2	 0xe10ab4c2
03e0	 0x744bb5e8	 0x744bb5e8
03e1	 0xaac94455	 0xaac94455
03e2	 0x3f3b577e	 0x3f3b577e
03e3	 0xfac11af5	 0xfac11af5
03e4	 0xb3775c66	 0xb3775c66
03e5	 0x222b9944	 0x222b9944
03e6	 0x2b9d9157	 0x2b9d9157
03e7	 0x7c0305f8	 0x7c0305f8
03e8	 0x78e7e3f1	 0x78e7e3f1
03e9	 0x788cdbf1	 0x788cdbf1
03ea	 0x87db520f	 0x87db520f
03eb	 0x3ec3317d	 0x3ec3317d
03ec	 0x5b89cdb7	 0x5b89cdb7
03ed	 0x18752130	 0x18752130
03ee	 0xa85f0a50	 0xa85f0a50
03ef	 0xafb61c5f	 0xafb61c5f
03f0	 0x0e306b1c	 0x0e306b1c
03f1	 0x3bf44d77	 0x3bf44d77
03f2	 0xb607e26c	 0xb607e26c
03f3	 0x0ace0115	 0x0ace0115
03f4	 0x1ae1c935	 0x1ae1c935
03f5	 0xc47df888	 0xc47df888
03f6	 0xb555c66a	 0xb555c66a
03f7	 0x5576d9aa	 0x5576d9aa
03f8	 0x50e2b1a1	 0x50e2b1a1
03f9	 0xf68580ed	 0xf68580ed
03fa	 0xae55645c	 0xae55645c
03fb	 0x529265a5	 0x529265a5
03fc	 0xf182aee3	 0xf182aee3
03fd	 0xb4d9fe69	 0xb4d9fe69
03fe	 0xe14c26c2	 0xe14c26c2
03ff	 0x6c341fd8	 0x6c341fd8
INITIALIZATION SUCCESS: Both memories initialized with identical values

The Generator has created the Transaction: (1) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x1591b962
   PSTRB:             0011
   b2b_tnxs:          NO
   # of idle cycles:  4
+-------------------------+

The Generator has created the Transaction: (2) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xf45fcf4e
   PSTRB:             0100
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (3) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xed7782ab
   PSTRB:             1001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (4) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x105cddbb
   PSTRB:             0100
   b2b_tnxs:          NO
   # of idle cycles:  5
+-------------------------+

The Generator has created the Transaction: (5) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xea7a7130
   PSTRB:             1111
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (6) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x10b00c70
   PSTRB:             1100
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (7) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000040
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x39fbea1b
   PSTRB:             1101
   b2b_tnxs:          NO
   # of idle cycles:  4
+-------------------------+

The Generator has created the Transaction: (8) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (9) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x3e19667b
   PSTRB:             0010
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (10) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x2dbe047c
   PSTRB:             1001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (11) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (12) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xca17edbc
   PSTRB:             0010
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (13) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000010
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (14) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xfbbd8f12
   PSTRB:             1001
   b2b_tnxs:          NO
   # of idle cycles:  4
+-------------------------+

The Generator has created the Transaction: (15) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xee2e7720
   PSTRB:             0011
   b2b_tnxs:          NO
   # of idle cycles:  1
+-------------------------+

The Generator has created the Transaction: (16) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
